Transaction ID,Invoice ID,Date,Customer,Supplier,Category,Country,Amount,Payment Method,Status,Employee,Department
2024-07-09,Software,"Estes, Martin and Brown",41.76,UK,Pending,843635,TXN_05176,Debit Card,IT,Nicole Baird,Monica Jordan
Germany,Lane LLC,2025-12-05,521.21,Kevin Kramer,Michelle Nelson,454157,Cancelled,Office,Debit Card,HR,TXN_05177
Kelly Rodriguez,TXN_05178,293.17,Travel,2026-05-30,Green LLC,Samantha Daugherty,Pending,Credit Card,580408,USA,HR
TXN_05179,359.69,Travel,Randy Rogers,Daniel Group,Cancelled,IT,Joe Phillips,USA,685018,Bank Transfer,2025-01-19
Germany,Tiffany Mcdowell,Travel,232.85,Steven Page,519148,Pending,Parker Group,HR,Bank Transfer,TXN_05180,2026-01-19
2026-01-10,Software,963.91,TXN_05181,UK,Susan Watson,738291,Cancelled,Kelley-Wright,Janet Roberts,IT,PayPal
Germany,Marketing,882371,TXN_05182,Bruce-Ward,Travel,Sarah Hampton MD,2025-07-14,Jesse Travis,499.46,Completed,Debit Card
TXN_05183,Software,Samuel Sanchez,846245,Finance,Jose Jacobs,France,Pending,2025-12-08,848.14,Debit Card,Estes-Brown
Kirby-Turner,Vincent Brown,TXN_05184,UK,Christopher Johnston,Sales,Completed,Office,534.66,731544,Bank Transfer,2025-03-21
Finance,"Walker, Savage and Nelson",TXN_05185,Michael Sawyer,2026-04-19,239.15,Pending,Office,Ruben Harvey,791258,Canada,PayPal
981123,Leblanc-Rivera,Desiree Mayo,TXN_05186,2026-03-26,Travel,UK,Sales,Pending,Bank Transfer,958.89,Lisa Davis
611904,2025-06-26,Stephen Hamilton,Sales,Completed,TXN_05187,Office,USA,Nguyen-Thompson,636.18,PayPal,Mary Harris
225.39,Software,Jessica Smith,Mendoza Inc,Finance,Laura Wilson,TXN_05188,2025-03-05,Cancelled,USA,Debit Card,189279
130341,Amy Moore,Travel,2024-08-16,241.32,Completed,Bank Transfer,USA,White PLC,HR,TXN_05189,Michael Cooper
Kevin Fox,Canada,Finance,TXN_05190,Travel,Patricia Grant,250765,Cancelled,247.75,2024-12-28,Bank Transfer,Wright Ltd
Kevin Pena,Finance,775.06,"Richardson, Jones and Hernandez",France,Completed,Office,TXN_05191,Credit Card,155932,2025-05-27,Derek Newman
Software,365.98,806382,William Delacruz,2025-09-05,"Morse, Smith and Ferguson",Completed,USA,Julie Spence,TXN_05192,HR,Debit Card
Software,TXN_05193,2026-02-21,"Moody, Brandt and Davis",UK,Zachary Nash,403.7,Completed,393814,Credit Card,HR,Jessica Vargas
Software,614853,TXN_05194,France,766.95,Pending,Christopher Ford,2025-10-11,Credit Card,HR,Moore Inc,Amy Harris
483584,Vanessa House,Germany,Finance,2025-05-25,Travel,TXN_05195,"Mooney, Wilson and Boyd",Pending,David Burnett,660.05,PayPal
800224,960.71,Robinson Group,UK,2024-11-12,Mr. Nathan Ryan,Cancelled,Office,IT,TXN_05196,PayPal,Isaiah Stout
741314,"Duffy, George and Smith",Travel,Credit Card,Jason Austin,UK,Pending,976.26,Kenneth Myers,TXN_05197,IT,2026-03-09
2025-01-01,Germany,Software,TXN_05198,Gallegos PLC,134.0,780041,Sales,Pending,Credit Card,Robert Parker,Dominique Collins
TXN_05199,Michael Becker,Finance,414952,Bond-Bennett,Travel,UK,875.33,Lauren Edwards,Completed,2026-03-25,PayPal
TXN_05200,2024-12-01,Reed Group,Travel,UK,Tanner Meyer,335149,942.06,Completed,Alexandria Smith,IT,PayPal
Germany,Samuel Barrett,Software,250378,2025-05-14,Parker and Sons,Completed,TXN_05201,HR,David Lee,Debit Card,894.22
Roberts Group,873.67,2025-11-09,Completed,Office,IT,USA,William Phillips,781691,TXN_05202,Debit Card,James Wolf
Germany,Marketing,William Rodgers,Jessica Howell,295.4,TXN_05203,Pending,972657,Office,"Dixon, Munoz and Gonzalez",PayPal,2024-10-18
Software,Jeremy Vega,162958,2026-03-15,Pending,Gary Gallagher,"Alexander, Wood and Burnett",789.49,TXN_05204,USA,HR,Debit Card
2025-08-15,Carmen Norris,Finance,Martinez-Rogers,Travel,UK,TXN_05205,463.23,Olivia Mathews,Cancelled,902196,Credit Card
Marketing,248369,Cancelled,2024-10-26,Weaver-Cruz,Office,USA,Karen Hall,TXN_05206,Sergio Campbell,188.55,PayPal
280672,Renee Lucas,Travel,TXN_05207,Sales,Pending,785.77,David Mccormick,Patterson Ltd,USA,PayPal,2025-04-12
Craig and Sons,Justin Myers,Anita Silva,582.75,2026-01-15,Travel,Completed,TXN_05208,IT,Bank Transfer,Canada,872574
Kelly Carpenter,775267,Software,2025-01-12,Sales,France,Ronald Good,TXN_05209,Cancelled,Debit Card,250.51,Carpenter-Williams
Travel,361.7,Mitchell Rodriguez,Pending,Michael Miller,2025-10-16,TXN_05210,962706,Ramirez-Rice,USA,HR,Debit Card
Brandi Wilson DDS,TXN_05211,2025-04-06,France,Pending,"White, Russo and Delgado",Jeffrey Roach,699443,Office,Credit Card,568.18,HR
2026-04-17,Gonzalez-Washington,136.3,Ethan Vega,TXN_05212,Completed,Office,USA,Gabriel Williams,737305,IT,Debit Card
Warren Todd,Marketing,"Hernandez, Richardson and Flores",Credit Card,TXN_05213,Ronald Spears,Completed,Office,2025-01-25,86.34,USA,417180
261.99,Sales,TXN_05214,Pending,938772,Office,John Gomez,PayPal,Canada,2026-02-25,Ray-Adams,Teresa Frank
Marketing,Software,TXN_05215,2025-09-13,311947,France,Kimberly Thomas,Cancelled,"Adams, York and Hall",Jennifer King,Bank Transfer,767.14
416.01,Marketing,2025-04-04,584107,France,Christopher Martin,Pending,TXN_05216,Office,"Mathis, Hogan and Pearson",Debit Card,David Ramos
768.0,Marketing,Software,404458,Jessica Hubbard,Cox PLC,Completed,Debit Card,TXN_05217,USA,2024-11-26,Stephanie Wood
Kimberly Crawford,"Smith, Ferguson and Myers",Software,Canada,Sales,749326,Completed,502.5,Debit Card,TXN_05218,2024-11-23,Charles Gross
2024-12-09,Finance,Travel,Michelle Jenkins,UK,Gabriel Allen,560.48,Cancelled,404086,Debit Card,"Watson, Bush and Montes",TXN_05219
545.04,Bryant-Campbell,2026-01-11,Software,Stacey Allen,France,731601,Cancelled,TXN_05220,Credit Card,Karen Schmidt,HR
TXN_05221,Melendez PLC,Lindsey Allen,809.57,UK,Sales,John Miller,2024-11-08,Completed,Office,Debit Card,810333
Marketing,676.1,964552,Tommy Garcia,2025-04-25,Travel,Estes LLC,Julie Livingston,TXN_05222,Cancelled,Credit Card,USA
192.19,Marketing,173508,Francisco Nelson,Travel,Mr. David White,TXN_05223,Cancelled,Torres and Sons,2025-12-23,Bank Transfer,Canada
Wilson LLC,TXN_05224,Linda Adams,233.5,198671,Cancelled,Office,Brianna Saunders,2025-10-24,HR,Bank Transfer,Canada
TXN_05225,Software,UK,612812,973.8,Nicole Williams,Pending,Sales,Willis-Morgan,2026-02-02,Credit Card,Anthony Greene
James Foster,Travel,Sales,2024-11-03,690.78,TXN_05226,Cancelled,Credit Card,111896,Dawn Cook,Canada,Wagner PLC
Marketing,Bryant-Rich,2026-06-11,TXN_05227,35.76,UK,630765,Elizabeth Norris DDS,Completed,Office,Credit Card,Stephanie Castillo
Catherine Johnson,Software,857257,"Ward, Collins and Simpson",Pending,TXN_05228,IT,22.93,Debit Card,Canada,Ann Harding,2025-06-12
Germany,2025-12-31,Jennifer Brown,Maxwell-Jackson,TXN_05229,Christine Ellison,27.82,Completed,Office,IT,721211,Bank Transfer
Germany,Perry LLC,Thomas Pratt,644461,Maria Knight,Pending,TXN_05230,Office,2026-06-25,344.94,IT,Bank Transfer
887616,Lindsey Davis,Marketing,2025-07-20,358.11,Travel,TXN_05231,Completed,Schultz PLC,Bank Transfer,Canada,Paul Phillips
Cunningham Ltd,Todd Huff,Melanie Summers,TXN_05232,178896,Completed,Office,117.67,Credit Card,2025-04-05,HR,Canada
Stevens-Price,773699,2025-07-07,Kevin Taylor,Travel,Pending,TXN_05233,Bethany Fuller,Credit Card,USA,HR,92.82
Software,"Moore, Carney and Smith",2025-07-05,TXN_05234,759.69,Sales,Jonathan Cameron,William Howard,Completed,988023,Bank Transfer,Canada
Germany,Finance,"Carter, Gomez and Chambers",2025-09-13,TXN_05235,Nicole Turner,Cancelled,Office,22.71,545147,Jade Martin,PayPal
Whitney Martin,Finance,Joseph Franklin,France,"Cole, Wilson and Hawkins",Pending,862.66,Office,394582,Bank Transfer,TXN_05236,2025-05-07
2026-01-06,TXN_05237,Fisher-Kent,Travel,Lindsey Murphy,Karen Morris,357492,Completed,Debit Card,986.81,HR,Canada
162144,Germany,Jennifer Brown,Software,108.09,Sales,TXN_05238,Cancelled,Jessica Howard,2026-03-17,PayPal,"Clark, Martinez and Smith"
Software,TXN_05239,919305,2026-02-27,Sales,France,495.48,Duane Henry,Pending,Penny Gilbert,Davidson Ltd,Credit Card
2026-02-15,Marketing,Schmitt-Sanders,Randy Davis,Pending,686608,Blake Aguilar,Office,249.65,TXN_05240,Canada,Debit Card
Germany,Software,"Noble, Chapman and Woodard",TXN_05241,Donald Garrett,2025-03-08,Pending,337.65,Andre Baker,985396,IT,Bank Transfer
Pugh-Velasquez,Adrienne Mcpherson,Christopher Chapman,2025-08-11,Travel,552.06,829646,France,TXN_05242,Completed,Debit Card,HR
451329,Marketing,Travel,840.73,John Navarro,TXN_05243,"Calderon, Hodge and Massey",Completed,USA,Bank Transfer,2024-11-23,Kathryn Manning
650081,Jones PLC,838.47,Joseph Johnson,France,TXN_05244,2024-10-13,Christopher Wilson,Office,Cancelled,Debit Card,IT
Cynthia Martin,356.07,Finance,UK,TXN_05245,2026-06-23,Completed,Christopher Dixon,Office,Credit Card,677146,Wright PLC
Sarah Armstrong,Software,906665,TXN_05246,Tate-Rhodes,France,Matthew Johnson,Completed,Credit Card,IT,954.82,2024-08-11
644609,Tyler Jones,Software,2026-06-02,Howell Ltd,428.37,Shawn Bridges,Cancelled,Debit Card,TXN_05247,HR,Canada
Marketing,Jimmy Chavez,2024-07-05,Abigail Ross,841.19,France,Kim-French,TXN_05248,304946,Completed,Office,Debit Card
2025-05-09,258.1,Software,"Simon, Huynh and Rodriguez",Pending,TXN_05249,Brad Franklin,USA,IT,Debit Card,657726,James Wiley
TXN_05250,Robert Olson,Finance,2026-05-17,560299,Charles Hudson,France,Pending,Office,"Cook, Powell and Mccarthy",Bank Transfer,311.2
Germany,551650,Amber Armstrong,2026-03-13,"Barnett, Sawyer and Boyle",TXN_05251,Travel,943.73,Summer Colon,Completed,HR,PayPal
130.27,Sarah Brooks,2026-04-20,Sales,Ray-Stevens,TXN_05252,Evelyn Kennedy,Completed,Office,342103,USA,Bank Transfer
579585,Connie White,UK,Pending,Joel Martin,Office,"Bishop, Velazquez and Lane",890.26,TXN_05253,HR,2025-10-21,Bank Transfer
Software,358.35,Finance,UK,Amy Jones,Robert Garcia,TXN_05254,2024-09-25,Completed,139129,Anderson Ltd,PayPal
2026-03-20,Software,Wesley Schwartz,Brittany Cervantes,UK,208463,Pending,Credit Card,TXN_05255,HR,253.06,Jones-Hunter
706.73,2026-01-05,Blake-Lucas,Travel,286921,Sherry Ramirez,Diana Reynolds,Cancelled,TXN_05256,USA,HR,Debit Card
Germany,Software,Credit Card,Matthew Barker,Robert Pittman,Completed,Hopkins Group,171766,IT,2024-12-30,539.01,TXN_05257
Software,Finance,Credit Card,Tina Sanchez,877.45,Tina Woods,TXN_05258,2026-02-28,Completed,505495,"Taylor, Osborne and Roberts",Canada
Germany,Software,TXN_05259,Phillip Hamilton,748.52,Pending,Heidi Lewis,Hernandez LLC,Credit Card,2025-08-01,IT,737085
TXN_05260,456290,Marketing,Travel,UK,Michaela Mercer,2024-12-02,Pending,Richard Li,Simmons-Lindsey,379.08,PayPal
Christopher Watson,877538,2024-09-07,Nicholas Hodges,969.78,France,Ford LLC,Cancelled,Office,TXN_05261,IT,Bank Transfer
2025-07-16,Germany,Software,452.08,Marketing,Michael Allen,Maria Montgomery,990548,Completed,TXN_05262,PayPal,Wallace PLC
Jesse Ware,Stephanie Nelson,Travel,2024-08-02,UK,TXN_05263,Pending,631.88,Williams Group,IT,PayPal,404158
674.57,988772,Travel,2025-11-19,UK,Sales,Yvonne Wood,Completed,"Wallace, Cole and Long",TXN_05264,Travis Hall,Bank Transfer
342081,Marketing,Software,2025-07-20,George Greene,Donna Bishop,Cancelled,TXN_05265,Roberts-Gomez,USA,Bank Transfer,92.72
Canada,TXN_05266,"Glenn, Li and Smith",Pamela Adkins,956.46,Cancelled,Office,William Williams,HR,2024-12-05,Bank Transfer,259580
Chambers-Fletcher,Marketing,Canada,2026-04-16,Travel,Dr. Karen Hall PhD,TXN_05267,690.47,Cancelled,Bank Transfer,380028,Marcus Donaldson
TXN_05268,2025-01-11,535.08,Travel,Amanda Snow,Credit Card,509551,Laura Brady,Cancelled,Butler and Sons,IT,Canada
Tiffany Lindsey,Germany,Jeffrey Acevedo,"Harris, French and Anderson",TXN_05269,Travel,Sales,2024-12-10,Pending,21.48,978425,Debit Card
Travel,918825,France,Arthur Valencia,TXN_05270,Stewart Ltd,Cancelled,Michele Brown,2025-01-26,IT,Bank Transfer,573.59
TXN_05271,134756,69.63,Hannah Butler,Travel,Cancelled,2025-02-24,USA,Williams-Stevens,IT,Dr. Shannon Wells MD,Bank Transfer
Mr. Peter Lang DDS,Software,TXN_05272,2026-03-26,275.09,Cancelled,Smith-Morrison,997720,IT,Canada,PayPal,Lisa Nelson
2026-04-03,Germany,Traci Barber,Gray-Woods,297991,Travel,812.95,TXN_05273,Samantha Holt,Completed,Credit Card,HR
Tommy Benson,2025-11-18,TXN_05274,330.72,Sales,France,Mcclure-Rodriguez,Cancelled,Office,281110,Luke Hayden,PayPal
Software,Finance,419690,France,TXN_05275,PayPal,Pending,Melissa Baker,2025-03-10,"Wilson, Anthony and Church",954.66,Joshua Nelson
576.08,Germany,Kevin Johnson,885222,"Rogers, Brady and Huerta",2025-07-14,Sales,Peter Davis,Office,Completed,TXN_05276,PayPal
Germany,Marketing,Travel,842.57,Alexander Davis,Pending,TXN_05277,877916,Steven Robertson,PayPal,2024-09-12,"Cobb, Johnson and Santiago"
Canada,597707,500.49,Office,Completed,Credit Card,"Bright, House and Howard",Charles Rodriguez,2024-09-03,HR,Michael Kelly,TXN_05278
2026-05-02,Travel,648.36,Mark Parker,Completed,Rachel Jackson,"Vargas, Green and Martinez",878552,USA,Bank Transfer,IT,TXN_05279
420898,2024-11-15,TXN_05280,France,Joseph Pearson,Cancelled,Office,Daniel Avila,662.26,IT,PayPal,"Barton, Alexander and Salinas"
2025-09-22,Marketing,Software,Dr. William Smith,Pending,Courtney Long,Credit Card,713496,313.04,"Miller, Williams and Livingston",Canada,TXN_05281
2025-11-11,Stephanie Hunter,Software,422.56,"Watson, Rodriguez and Hernandez",Sales,Cancelled,TXN_05282,677558,Alfred Browning,Canada,Bank Transfer
Robert Gibson,Porter-Jones,Travel,2025-12-26,Completed,53.02,TXN_05283,820216,USA,Kelly Booth,Bank Transfer,HR
683202,2025-12-29,Sandra Collins,Software,Williams and Sons,683.09,Christopher Chang,Cancelled,IT,PayPal,Canada,TXN_05284
Johnson-Payne,737.67,Valerie Hughes,570256,Completed,Office,Veronica Doyle,USA,2025-11-23,IT,Debit Card,TXN_05285
2025-01-01,Travel,Kevin Soto,Christian Shaw,UK,559.44,TXN_05286,Savage-Fitzgerald,915987,Cancelled,Credit Card,IT
Canada,Finance,313.38,Travel,TXN_05287,Dennis Kirby,Completed,Ritter-Jones,282169,2026-03-17,PayPal,Mitchell Norris
2025-06-26,Estrada-Ray,483.39,Travel,TXN_05288,Cancelled,IT,Jessica Soto,Bank Transfer,Canada,311805,Michael Montgomery
Germany,Marketing,Banks-Alvarez,Travel,Erica Pratt,525075,Cancelled,Credit Card,Mary Salas,TXN_05289,573.78,2026-01-04
Germany,Software,2024-10-22,TXN_05290,Pending,Ronald Stephens,Moore-Kramer,885.26,Bank Transfer,HR,Monica Page,150622
Jeffrey Rogers,Finance,845511,Kenneth Martin,2025-07-02,Cancelled,Office,USA,PayPal,827.94,TXN_05291,Meyer LLC
835.79,Paul Montgomery,Finance,Travel,236204,Bruce-Pena,Completed,TXN_05292,USA,2024-12-23,Bank Transfer,Jonathan Chandler
Kimberly Clark,Rocha-Hill,TXN_05293,Finance,Travel,72.98,Samuel Griffith,UK,Pending,2024-10-24,928790,Credit Card
Germany,226690,Software,Pending,Christine Perez,"Weaver, Bell and Johnson",TXN_05294,119.26,IT,2025-04-14,PayPal,Martha Patrick
TXN_05295,366945,Benjamin-Parks,Finance,967.84,Rebecca Wallace,Completed,Office,USA,Nicholas Bryant,Debit Card,2025-06-12
Marketing,Frederick Townsend,Smith and Sons,Paige Frazier,UK,172.46,Pending,579698,TXN_05296,2024-08-09,Office,PayPal
Holly Miller,Marketing,Travel,867210,2025-09-14,France,Miller-Morgan,TXN_05297,Cancelled,917.25,Cory Lee,PayPal
Germany,"Mercer, Valenzuela and Boyle",Rachel Miller,970.49,2025-11-14,Sales,Pending,William Garza,Office,TXN_05298,352890,Bank Transfer
Marketing,2024-12-14,Dixon-Mason,France,560.51,159250,Cancelled,Office,Credit Card,TXN_05299,Olivia Baker,Thomas Wood
Scott Baker,Mitchell Hunt,Software,Sales,TXN_05300,334.33,Hampton PLC,Completed,Credit Card,2026-03-07,Canada,457183
828.31,Claudia Davis,Travel,France,887443,Completed,Anderson-Walker,TXN_05301,Debit Card,HR,Tammy Harvey,2025-07-29
Thompson and Sons,606536,Billy Lang,Travel,France,Cancelled,2025-10-02,Michael Roberts,HR,TXN_05302,60.4,Bank Transfer
Marketing,531944,Travel,Renee Flores,Pending,"Hernandez, Barron and Jacobs",148.4,TXN_05303,USA,Bradley Walker,2024-09-12,Bank Transfer
Software,646.59,Kathleen Kelley,TXN_05304,Sales,France,Pending,Sarah Garcia,Vaughn Inc,PayPal,2026-06-07,675997
Germany,TXN_05305,Kimberly Davis,Griffith-Miller,Sales,529776,2026-05-12,Completed,Office,757.98,Robert Rodriguez,Debit Card
Software,Finance,969383,682.87,2025-03-25,Erin Flores,TXN_05306,Completed,"Banks, Stevenson and Burns",Bank Transfer,Canada,Teresa Scott
Katherine Gallagher,Gonzalez Inc,Germany,Software,2026-03-13,983719,Finance,TXN_05307,46.64,Pending,Carl Beard,Debit Card
Software,2025-08-14,914441,Andre Welch,Michael Alvarado,France,TXN_05308,Cancelled,631.51,Bank Transfer,HR,Murray-Wu
TXN_05309,164.22,Tony Henry,Travel,Sales,2025-01-07,"Rowland, Bowman and Wright",Cancelled,Heather Flores,887963,Canada,Bank Transfer
Marketing,Travel,2025-12-22,Brittany Vasquez,272.96,Cancelled,Steven Davis,698358,TXN_05310,Canada,PayPal,Miller Group
Germany,TXN_05311,2025-09-04,Patrick Palmer,Travel,491.71,Jenkins and Sons,Cancelled,805048,HR,Omar Sweeney,PayPal
529251,615.69,Travel,2025-06-18,White-Turner,TXN_05312,Completed,Christopher Long,April Carrillo,HR,Canada,PayPal
2026-01-26,"Simmons, Becker and Meza",Daryl Wyatt,UK,937228,812.07,Pending,Office,Bank Transfer,HR,TXN_05313,Ryan Black
Germany,Austin Bailey,Finance,TXN_05314,Brian Smith,395.17,"Wilson, White and Sims",Completed,Office,239703,PayPal,2025-07-29
Software,634596,102.96,Lee and Sons,France,Kayla Harris,Pending,Sarah King,2025-04-22,HR,PayPal,TXN_05315
705442,2026-04-21,Wallace-Stone,Jessica Grant,TXN_05316,Jill Leach,Completed,Office,Credit Card,USA,859.1,IT
Ryan Campbell,Software,Jesse Lozano,2025-10-20,450061,61.01,Completed,Evans-Knapp,HR,Bank Transfer,Canada,TXN_05317
Software,741158,"Baker, Freeman and Patterson",Christopher Hill,Samantha Navarro,TXN_05318,Cancelled,2024-10-24,216.71,USA,Bank Transfer,IT
2024-08-24,Software,"Johnston, Thomas and Ellis",462087,UK,Julie Lane,Sales,TXN_05319,Completed,952.45,Debit Card,Andrew Mendez
Higgins-Adkins,741505,999.09,Travel,Victoria Mack,Sales,2026-06-18,Pending,USA,Mrs. Jacqueline Evans,TXN_05320,Bank Transfer
Nathaniel Yates,Wilcox and Sons,2024-10-25,335.01,TXN_05321,868019,Office,Cancelled,IT,Bank Transfer,Canada,Karen Moore
TXN_05322,253760,2025-04-26,"Haynes, Jennings and Collins",Travel,271.76,Rachel Palmer,Dylan Smith,Cancelled,HR,Bank Transfer,Canada
Software,2025-07-30,Finance,Pending,TXN_05323,"Hunt, Marsh and Gonzalez",Larry Wright,342.6,Kyle Johnson,485976,Debit Card,Canada
TXN_05324,Software,"West, Stewart and Lee",720.12,722387,Completed,2024-11-05,USA,Michael Mercer,HR,PayPal,Randy Holmes
TXN_05325,858466,930.7,France,Amanda Wilson,Completed,Office,Williams-Martinez,2025-09-29,Debit Card,HR,Lindsay Curtis
992.91,Software,Canada,2025-11-18,Finance,Joel Campbell,TXN_05326,Completed,Joel Simon,Debit Card,Schneider Inc,555580
Germany,472194,Marketing,John Reed,Travel,Pending,Cox-Daniel,TXN_05327,David Brown,Debit Card,2024-09-12,159.34
Laura Hill,Germany,674.17,Software,Finance,Yu PLC,Pending,TXN_05328,2024-09-25,924729,Perry Cox,Debit Card
Software,233.08,Natasha Miller,317996,Brandy Brown,TXN_05329,Cancelled,2025-11-13,USA,HR,Debit Card,"Ryan, Cantu and Marquez"
Marketing,6.91,Travel,"Holder, Pace and Munoz",TXN_05330,Completed,Robyn Macias,2026-03-04,USA,PayPal,Crystal Fernandez,964605
Kendra Brown,Software,Marketing,363175,743.06,Lee-Noble,TXN_05331,Pending,Credit Card,Alexandra Mccall,2025-10-01,Canada
Lynch-Frost,Software,Jamie Michael,2024-08-02,682.8,Kristy Peterson,300369,Cancelled,IT,Debit Card,TXN_05332,Canada
484968,Jose Baldwin,Martin-Eaton,TXN_05333,Sales,Cancelled,Office,Christie Thomas,USA,Bank Transfer,127.88,2024-10-21
"Mendez, Cooper and Burch",382467,Tiffany Buchanan,TXN_05334,Sales,Cancelled,2026-03-18,Office,439.89,Canada,PayPal,Levi Harrison
Briana Green,600714,Kyle Bean,France,"Gomez, Ortiz and Keller",658.73,Cancelled,Office,Credit Card,2025-01-04,HR,TXN_05335
TXN_05336,"Rodgers, Lara and Henderson",2025-07-14,UK,Richard Matthews,410160,307.16,Completed,Office,Lori Hayes,Debit Card,IT
Marketing,Tiffany Edwards,Travel,France,Cancelled,Jackson Inc,Susan Lee,Bank Transfer,791.55,2025-11-05,613243,TXN_05337
323.21,2025-05-04,Edgar Foster,Hailey Webb,556210,Cancelled,Office,TXN_05338,USA,HR,Garcia LLC,Debit Card
Alan Nelson,Marketing,307847,Travel,"Nelson, Rodriguez and Adams",428.68,France,Cancelled,TXN_05339,Kristen Lewis,2026-04-06,PayPal
Finance,Travel,2025-04-09,375853,526.17,"Reed, Summers and Walker",Cancelled,Debit Card,TXN_05340,Canada,Christopher Hoover,Susan Hopkins
2026-02-15,Software,David Hester,Finance,456.81,France,TXN_05341,Cancelled,139862,Bank Transfer,"Miller, Wiggins and Brooks",Sheila Martinez
Jennifer Romero,2025-06-07,Marketing,TXN_05342,Travel,328267,Deborah Rogers DDS,80.3,Anderson-Lopez,Completed,Canada,PayPal
272994,Software,France,Nicole Munoz,Pending,TXN_05343,2026-02-05,"Brown, Waters and Fitzpatrick",Bank Transfer,IT,509.81,Julia Franklin
Software,Aaron May,Pending,2025-09-19,917236,Daniel Booth,"Jones, King and White",Credit Card,USA,TXN_05344,HR,127.77
Gibson-Peterson,Travel,Credit Card,France,555503,Pending,TXN_05345,404.79,Ian Fisher,Amanda Leonard,HR,2025-02-14
Germany,Meredith Sandoval,417.55,2025-10-03,Finance,333993,Pending,TXN_05346,Office,Credit Card,Isaac Gutierrez,Wilson-Massey
TXN_05347,Finance,Travel,705034,428.56,2025-05-20,Taylor Franklin,France,Thomas Small,Cancelled,Debit Card,"Murphy, Rivera and Gonzalez"
TXN_05348,Finance,475783,Travel,Scott-Alexander,France,2026-05-26,Completed,Michelle Riddle,Credit Card,89.03,James Hernandez
Robbins-Adams,Marketing,Software,Jonathan Johnson,Keith Patrick,UK,Pending,146.64,TXN_05349,451219,2025-02-11,Bank Transfer
Livingston-Ross,352.47,Software,UK,Jennifer Carter,Completed,Bank Transfer,2025-02-19,260121,TXN_05350,HR,Andrea Harris
TXN_05351,409284,Software,676.66,Finance,France,2025-08-03,Hahn-Johnson,Completed,Edward Dougherty,Abigail Davis,Bank Transfer
TXN_05352,Marketing,2024-09-07,Long-Bennett,France,336.82,Anthony Logan,Melissa Hull,733043,Completed,Office,PayPal
320.39,Travel,UK,Marilyn King,Pending,TXN_05353,"Woodard, Lucero and Glenn",2024-12-07,683355,IT,PayPal,Paul Holden
Tammy Rivera,198.39,Finance,Travel,UK,2026-05-30,TXN_05354,Whitney Taylor,Completed,Collins and Sons,556633,Bank Transfer
Marketing,Software,2025-10-08,Carolyn Ibarra,Jennifer Jones,Smith-Hurley,Completed,53.58,Credit Card,USA,TXN_05355,614431
Marketing,872067,Maria Booth,Brandy Castaneda,TXN_05356,Completed,Office,2026-03-24,Williams Group,380.17,Bank Transfer,Canada
Germany,467970,Marketing,Travel,John Gonzalez,TXN_05357,656.81,2024-07-04,Callahan Inc,Completed,Nancy Robertson,Bank Transfer
Canada,Finance,Travel,Pending,2026-01-17,"Quinn, Brown and Walters",Nicholas Mercer,Bank Transfer,TXN_05358,285.08,278270,Matthew Smith
TXN_05359,Travel,2025-07-14,426.08,Sales,Michael Decker,Completed,324213,USA,Williams LLC,Thomas Simmons,Bank Transfer
Software,Finance,Jennifer Hale,2026-05-12,Cancelled,Gilbert Ltd,Lisa Arnold,TXN_05360,USA,603.21,PayPal,708447
2025-01-11,Marketing,551717,TXN_05361,747.79,Kathleen Long,Brittany Lloyd,Cancelled,Office,Debit Card,USA,Hinton-Ruiz
Jerry Smith,King Inc,Finance,TXN_05362,UK,2026-03-27,Cancelled,533429,Office,Laura Boyd,923.97,Bank Transfer
Canada,Travel,TXN_05363,2026-05-08,William Washington,Cancelled,758453,Watson-George,664.47,IT,Rachel Stewart,PayPal
"Murray, Jackson and Ortiz",760708,Angela Gonzalez,2026-03-13,484.34,Finance,TXN_05364,Completed,Office,USA,Bank Transfer,Rodney Andrews
Elliott Ltd,Software,197.83,Dr. Mark Martinez,TXN_05365,France,James Clark,Pending,Credit Card,IT,803484,2026-02-25
Gary Larsen,Travel,UK,908623,John Schmidt,Completed,Miller-Martinez,Credit Card,IT,TXN_05366,2026-03-09,638.5
467074,"Lopez, Skinner and Webster",Finance,715.77,Robert Crawford,Pending,Office,2025-04-05,Bank Transfer,Canada,TXN_05367,Emily Hernandez
Marketing,975971,Andre Wright,2025-01-15,Keith Singleton,UK,TXN_05368,914.17,Cancelled,Office,Gonzales LLC,Debit Card
Finance,"Marsh, Haas and Welch",TXN_05369,665771,France,Anthony Fowler,882.18,Completed,Office,PayPal,2025-04-17,William Buchanan
Software,388.99,Richard Lopez,Finance,UK,2025-11-29,Townsend PLC,Norma West,Completed,PayPal,TXN_05370,700414
300679,France,798.85,TXN_05371,Cancelled,Office,Thomas Alexander,Cesar Wolfe,HR,Mitchell Group,PayPal,2026-03-23
Software,TXN_05372,Erin Smith,564039,"Gill, Alvarez and Smith",France,Pending,528.67,2026-05-29,IT,Debit Card,Randy Brooks
Ricardo Dawson,2025-06-08,Nelson-Pena,UK,43.4,Cancelled,Office,Tonya Perez,Bank Transfer,IT,357437,TXN_05373
Software,Hoffman-Wright,2025-03-20,40.58,749036,Isaiah Kidd,France,TXN_05374,Cancelled,IT,Debit Card,Eric Sanders
